observation_date,Home_Price_Index,Mortgage_Rate,CPI,Unemployment_Rate,Median_Income,Housing_Starts,Real_GDP,Year,Month,Day
2017-10-01,194.779,3.83,246.626,4.2,74810,1257,19882.352,2017,10,1
2017-11-01,195.933,3.94,247.284,4.2,74810,1273,19882.352,2017,11,1
2017-12-01,197.157,3.9,247.805,4.1,74810,1177,19882.352,2017,12,1
2018-01-01,198.297,3.99,248.859,4.0,75790,1299,20044.077,2018,1,1
2018-02-01,199.23,4.22,249.529,4.1,75790,1277,20044.077,2018,2,1
2018-03-01,199.967,4.43,249.577,4.0,75790,1318,20044.077,2018,3,1
2018-04-01,200.653,4.44,250.227,4.0,75790,1276,20150.476,2018,4,1
2018-05-01,201.411,4.58,250.792,3.8,75790,1357,20150.476,2018,5,1
2018-06-01,202.189,4.56,251.018,4.0,75790,1192,20150.476,2018,6,1
2018-07-01,202.874,4.55,251.214,3.8,75790,1208,20276.154,2018,7,1
2018-08-01,203.65,4.54,251.663,3.8,75790,1288,20276.154,2018,8,1
2018-09-01,204.31,4.52,252.182,3.7,75790,1250,20276.154,2018,9,1
2018-10-01,205.076,4.72,252.772,3.8,75790,1221,20304.874,2018,10,1
2018-11-01,205.651,4.83,252.594,3.8,75790,1181,20304.874,2018,11,1
2018-12-01,206.145,4.81,252.767,3.9,75790,1095,20304.874,2018,12,1
2019-01-01,206.535,4.55,252.561,4.0,81210,1226,20431.641,2019,1,1
2019-02-01,206.861,4.46,253.319,3.8,81210,1121,20431.641,2019,2,1
2019-03-01,207.081,4.35,254.277,3.8,81210,1191,20431.641,2019,3,1
2019-04-01,207.534,4.06,255.233,3.7,81210,1272,20602.275,2019,4,1
2019-05-01,208.131,4.2,255.296,3.6,81210,1293,20602.275,2019,5,1
2019-06-01,208.569,3.99,255.213,3.6,81210,1243,20602.275,2019,6,1
2019-07-01,209.175,3.73,255.802,3.7,81210,1240,20843.322,2019,7,1
2019-08-01,210.029,3.75,256.036,3.6,81210,1375,20843.322,2019,8,1
2019-09-01,210.83,3.58,256.43,3.5,81210,1311,20843.322,2019,9,1
2019-10-01,211.728,3.64,257.155,3.6,81210,1325,20985.448,2019,10,1
2019-11-01,212.773,3.78,257.879,3.6,81210,1353,20985.448,2019,11,1
2019-12-01,213.949,3.68,258.63,3.6,81210,1548,20985.448,2019,12,1
2020-01-01,215.048,3.74,259.127,3.6,79560,1578,20693.238,2020,1,1
2020-02-01,215.913,3.51,259.25,3.5,79560,1537,20693.238,2020,2,1
2020-03-01,216.46,3.45,258.076,4.4,79560,1252,20693.238,2020,3,1
2020-04-01,216.85,3.5,256.032,14.8,79560,931,19056.617,2020,4,1
2020-05-01,216.942,3.23,255.802,13.2,79560,1053,19056.617,2020,5,1
2020-06-01,217.467,3.15,257.042,11.0,79560,1254,19056.617,2020,6,1
2020-07-01,219.168,3.13,258.352,10.2,79560,1523,20548.793,2020,7,1
2020-08-01,222.271,2.99,259.316,8.4,79560,1401,20548.793,2020,8,1
2020-09-01,225.716,2.91,259.997,7.8,79560,1463,20548.793,2020,9,1
2020-10-01,229.664,2.88,260.319,6.9,79560,1543,20771.691,2020,10,1
2020-11-01,233.25,2.81,260.911,6.7,79560,1553,20771.691,2020,11,1
2020-12-01,236.575,2.72,262.045,6.7,79560,1635,20771.691,2020,12,1
2021-01-01,239.748,2.67,262.639,6.4,79260,1639,21058.379,2021,1,1
2021-02-01,242.479,2.73,263.573,6.2,79260,1407,21058.379,2021,2,1
2021-03-01,245.547,2.97,264.847,6.1,79260,1668,21058.379,2021,3,1
2021-04-01,249.079,3.18,266.625,6.1,79260,1492,21389.005,2021,4,1
2021-05-01,253.256,2.98,268.404,5.8,79260,1607,21389.005,2021,5,1
2021-06-01,258.021,2.95,270.71,5.9,79260,1638,21389.005,2021,6,1
2021-07-01,262.38,2.98,271.965,5.4,79260,1600,21571.421,2021,7,1
2021-08-01,266.582,2.8,272.752,5.1,79260,1595,21571.421,2021,8,1
2021-09-01,270.156,2.87,273.942,4.7,79260,1563,21571.421,2021,9,1
2021-10-01,273.616,3.01,276.528,4.5,79260,1587,21960.388,2021,10,1
2021-11-01,277.376,3.14,278.824,4.2,79260,1704,21960.388,2021,11,1
2021-12-01,281.593,3.1,280.806,3.9,79260,1757,21960.388,2021,12,1
2022-01-01,286.35,3.11,282.542,4.0,77540,1712,21903.85,2022,1,1
2022-02-01,291.35200000000003,3.55,284.525,3.8,77540,1742,21903.85,2022,2,1
2022-03-01,296.502,3.89,287.467,3.7,77540,1678,21903.85,2022,3,1
2022-04-01,300.42400000000004,4.67,288.582,3.7,77540,1828,21919.222,2022,4,1
2022-05-01,303.314,5.1,291.299,3.6,77540,1540,21919.222,2022,5,1
2022-06-01,304.036,5.1,295.072,3.6,77540,1542,21919.222,2022,6,1
2022-07-01,303.111,5.7,294.94,3.5,77540,1392,22066.784,2022,7,1
2022-08-01,300.998,5.3,295.162,3.6,77540,1520,22066.784,2022,8,1
2022-09-01,299.023,5.66,296.421,3.5,77540,1470,22066.784,2022,9,1
2022-10-01,298.778,6.7,297.979,3.6,77540,1440,22249.459,2022,10,1
2022-11-01,298.575,7.08,298.708,3.6,77540,1420,22249.459,2022,11,1
2022-12-01,297.842,6.49,298.808,3.5,77540,1340,22249.459,2022,12,1
2023-01-01,297.768,6.42,300.456,3.5,80610,1361,22403.435,2023,1,1
